question,answer,metadata_branch_name,metadata_address,metadata_timetable,metadata_phone,metadata_opening_time,metadata_closing_time
"what are the opening hours for tsogttsetsii branch, express atm branch?","opening time: 00:00, closing time: 23:59","tsogttsetsii branch, express atm",crm umnugovi tsogttsetsii branch атм,mon-sun 24 hour,1800-1888,00:00,23:59
"what are the opening hours for altai tavan bogd center, express atm  branch?","opening time: 09:00, closing time: 20:00","altai tavan bogd center, express atm ","bayan-ulgii province, ulgii, altai tavan bogd center ",mon-sun 9am-8pm,1800-1888,09:00,20:00
is the kharguijin market branch open on sunday?,yes,kharguijin market,"13 khoroo, khailaast, orgil supermarket ",mon-sun 10am-8pm,1800-1888,10:00,20:00
where is the minii supermarket atm branch located?,"12th khoroo, 1st microdistrict, sappora minii supermarket ",minii supermarket atm,"12th khoroo, 1st microdistrict, sappora minii supermarket ",mon-sun 8am-10pm,1800-1888,08:00,22:00
where is the orkhon market atm branch located?,"micro-region #19, peace avenue, orkhon market",orkhon market atm,"micro-region #19, peace avenue, orkhon market","mon-sun: 10:00-20:00
thu: closed ",nan,10:00,20:00
what are the opening hours for nisekh minii hypermarket atm branch?,"opening time: 09:00, closing time: 22:00",nisekh minii hypermarket atm,"10th khoroo, back side of nisekh sport complex, minii hypermarket",mon-sun 9am-10pm,1800-1888,09:00,22:00
"what is the name of the branch located at uvurkhangai province, arvaikheer, central market, khangamj shopping center ?","uvurkhangai province, arvaikheer, central market, khangamj shopping center ",khangamj shopping center атм,"uvurkhangai province, arvaikheer, central market, khangamj shopping center ",mon-sun 10am-8pm,1800-1888,10:00,20:00
"what is the name of the branch located at 14th khoroo, chingeltei avenue , 7th station, khusel center?","14th khoroo, chingeltei avenue , 7th station, khusel center","7th station buren, express atm","14th khoroo, chingeltei avenue , 7th station, khusel center",mon-sun 8am-11pm,1800-1888,08:00,23:00
"what is the name of the branch located at 19th khoroo, suu co, ltd-max market?","19th khoroo, suu co, ltd-max market",max market express atm,"19th khoroo, suu co, ltd-max market",mon-sun 8am-11pm,1800-1888,08:00,23:00
is the han-uul branch branch open on sunday?,yes,han-uul branch,"1st floor of noos impex building, 2nd khoroo, khan-uul district
what3words: /// headed.legroom.arrival","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
where is the alt sar market atm branch located?,"13th committee, 17th station, chingeltei district, alt sar market ",alt sar market atm,"13th committee, 17th station, chingeltei district, alt sar market ",mon-sun 9am-12pm,1800-1888,09:00,23:59
is the khid 2 shopping center  atm branch open on sunday?,yes,khid 2 shopping center  atm,"2nd khoroo, north of variete center, khid 2 shopping center ",tue-sun 9:30pm-9pm,1800-1888,09:30,21:00
what are the opening hours for dornogovi sydney атм branch?,"opening time: 00:00, closing time: 23:59",dornogovi sydney атм,"dornogovi province, sainshand, sydney dornogovi ",mon-sun 24 hour,1800-1888,00:00,23:59
is the zavhan branch branch open on sunday?,yes,zavhan branch,"xacbank building, jinst bag, uliastai soum
what3words: /// waddled.papers.comforted","monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
is the khid 2 shopping center  atm branch open on sunday?,yes,khid 2 shopping center  atm,"2nd khoroo, north of variete center, khid 2 shopping center ",tue-sun 9:30pm-9pm,1800-1888,09:30,21:00
is the umnugovi central hospital branch open on sunday?,yes,umnugovi central hospital,"umnugovi province, umnugovi hospital",mon-sun 24 hour,1800-1888,00:00,23:59
where is the khangamj shopping center атм branch located?,"uvurkhangai province, arvaikheer, central market, khangamj shopping center ",khangamj shopping center атм,"uvurkhangai province, arvaikheer, central market, khangamj shopping center ",mon-sun 10am-8pm,1800-1888,10:00,20:00
where is the shur market атм branch located?,"dornod province, kherlen, trade street, shur market ",shur market атм,"dornod province, kherlen, trade street, shur market ",mon-sun 24 hour,1800-1888,00:00,23:59
what are the opening hours for baylag undraa shopping center atm branch?,"opening time: 08:00, closing time: 20:00",baylag undraa shopping center atm,"14th khoroo, narnii road, baylag undraa shopping center","wed-sun 8am-8pm
tue closed",1800-1888,08:00,20:00
what are the opening hours for khutul center atm branch?,"opening time: 10:00, closing time: 23:00",khutul center atm,"11st khoroo, khuvisgal road, bayakhoshuu khutul center",mon-sun 10pm-11pm,1800-1888,10:00,23:00
is the bidnii supermarket atm branch open on sunday?,yes,bidnii supermarket atm,"songinokhairkhan, 1st district, 30th khoroo, bidnii supermarket",mon-sun 8am-11pm,1800-1888,08:00,23:00
"what is the name of the branch located at 5th khoroo, ikh toiruu, nisdeg mashin autom market ?","5th khoroo, ikh toiruu, nisdeg mashin autom market ",nisdeg mashin auto market,"5th khoroo, ikh toiruu, nisdeg mashin autom market ",mon-sun 10am-7pm,1800-1888,10:00,19:00
where is the king restaurant атм branch located?,"khovd province, jargalant, ikh mongol towm, king restaurant ",king restaurant атм,"khovd province, jargalant, ikh mongol towm, king restaurant ",mon-sun 9am-7pm,1800-1888,09:00,19:00
"is the rapid med hospital, express atm branch open on sunday?",yes,"rapid med hospital, express atm","14th khoroo, eastern side of national center for communicable diseases, rapid med hospital",mon-sun 10am-7pm,1800-1888,10:00,19:00
what are the opening hours for ikh ord branch атм branch?,"opening time: 09:00, closing time: 19:00",ikh ord branch атм,"14th khoroo, namyanju street, ikh ord shopping center, xacbank ikh ord branch",mon-sun 9am-7pm,1800-1888,09:00,19:00
what are the opening hours for car complex атм branch?,"opening time: 09:00, closing time: 20:00",car complex атм,"5 khoroo, 5 shar car complex",mon-sun 9am-8pm,1800-1888,09:00,20:00
what are the opening hours for darkhan nekhii shopping center атм branch?,"opening time: 10:00, closing time: 22:00",darkhan nekhii shopping center атм,"orkhon province, bayan-undur, ikh zaluu, darkhan nekhii shopping center ",mon-sun 10am-10pm,1800-1888,10:00,22:00
"where is the tumbaash branch, express atm  branch located?","15th khoroo, 3rd microdistrict, tumbaash branch xac bank ","tumbaash branch, express atm ","15th khoroo, 3rd microdistrict, tumbaash branch xac bank ",mon-sun 6am-12pm,1800-1888,06:00,23:59
what are the opening hours for yarmag branch branch?,"opening time: 08:30, closing time: 16:30",yarmag branch,"horse motors, naadamchid road 929, yarmag, 5th khoroo, khan-uul district
what3words: ///results.poses.puzzled","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
what are the opening hours for hutul branch branch?,"opening time: 08:30, closing time: 16:30",hutul branch,"15th building, central street, sayhan soum
what3words: /// cashews.pantomimed.kidneys","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
"where is the bayangol branch, express bank crm-2 branch located?","13rd khoroo, 4th microdistrict, ard ayush avenue, bayangol branch xac bank ","bayangol branch, express bank crm-2","13rd khoroo, 4th microdistrict, ard ayush avenue, bayangol branch xac bank ",mon-sun 24 hours,18001888,00:00,23:59
is the bayangol branch branch open on sunday?,yes,bayangol branch,"1st floor, solo mall, 13th horoo, bayangol district
what3words: /// alerting.comedians.urban","monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
what are the opening hours for arhangai branch branch?,"opening time: 08:30, closing time: 16:30",arhangai branch,"xacbank building, 3rd bag, erdenebulgan soum
what3words: /// throttles.unseasoned.aligns","monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
what are the opening hours for 21st microdistrict branch branch?,"opening time: 08:30, closing time: 16:30",21st microdistrict branch,"building no.101, #101, sodon khoroolol, 6th khoroo, songinohairhan district 
what3words: /// paints.fights.dimension","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
"what are the opening hours for darkhan plaza, express atm  branch?","opening time: 09:00, closing time: 19:00","darkhan plaza, express atm ","darkhan-uul province, darkhan, darkhan plaza ",mon-sun 9am-7pm,1800-1888,09:00,19:00
is the govi-altai branch branch open on sunday?,yes,govi-altai branch,"xacbank building, harzat bag, central street, esonbulag soum
what3words: /// gaping.numbness.correlation","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
"is the asio market, express atm branch open on sunday?",yes,"asio market, express atm","19th khoroo, da khuree street, 16th district, bayanzurkh, asio market ",mon-sun 10am-20pm,1800-1888,09:00,20:00
is the mandakh market supermarket атм branch open on sunday?,yes,mandakh market supermarket атм,"nalaikh, 1st khoroo, mandakh market supermarket",mon-sun 8am-11pm,1800-1888,08:00,23:00
what are the opening hours for minii delguur-shar khad atm branch?,"opening time: 08:00, closing time: 23:00",minii delguur-shar khad atm,"9th khoroo, shar khad, minii delguur",mon-sun 8am-11pm,1800-1888,08:00,23:00
what are the opening hours for orkhon market atm branch?,"opening time: 10:00, closing time: 20:00",orkhon market atm,"micro-region #19, peace avenue, orkhon market","mon-sun: 10:00-20:00
thu: closed ",nan,10:00,20:00
"what is the name of the branch located at 13th microdistrict, 13th khoroo, bayanzurkh district?","13th microdistrict, 13th khoroo, bayanzurkh district",state second government hospital атм,"13th microdistrict, 13th khoroo, bayanzurkh district",mon-sun 8am-11pm,1800-1888,08:00,18:00
"what are the opening hours for ikh mongol branch, express bank atm branch?","opening time: 09:00, closing time: 20:00","ikh mongol branch, express bank atm","11st khoroo, ikh mongol plaza, ikh mongol branch xac bank ",mon-sun 9am-8pm,1800-1888,09:00,20:00
is the bosa supermarket atm branch open on sunday?,yes,bosa supermarket atm,"micro-region #20, bosa supermarket","mon-fri: 08:00-23:00
sat-sun: 09:00-22:00",nan,08:00,23:00
what are the opening hours for 100 ail 2th hospital атм branch?,"opening time: 00:00, closing time: 23:59",100 ail 2th hospital атм,10-r khoroo 100 ail 2th hospital,mon-sun 24/7,1800-1888,00:00,23:59
where is the tosontsengel branch branch located?,"xacbank building, hudaldaa street, tosontsengel soum
what3words: /// recapture.early.geek",tosontsengel branch,"xacbank building, hudaldaa street, tosontsengel soum
what3words: /// recapture.early.geek","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
is the zuunharaa branch branch open on sunday?,yes,zuunharaa branch,"xacbank building, 3rd bag, mandal soum, 
what3words: /// spout.cooking.smirking","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
where is the max market express atm branch located?,"19th khoroo, suu co, ltd-max market",max market express atm,"19th khoroo, suu co, ltd-max market",mon-sun 8am-11pm,1800-1888,08:00,23:00
is the dornogovi branch extension branch open on sunday?,yes,dornogovi branch extension,"2nd floor of pharmacy at brau church, 4th bag, sainshand soum, 
what3words: /// compels.tolerates.disapproves","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",70522221,08:30,16:30
is the sukhbaatar 08 branch crm branch open on sunday?,yes,sukhbaatar 08 branch crm,"7th khoroo, 11th microdistrict, erkhuu road, sukhbaatar branch xac bank",mon-sun 24 hours,18001888,00:00,23:59
"what is the name of the branch located at 1st committee, jamiyan gun street, right side of ministry of health, icc tower?","1st committee, jamiyan gun street, right side of ministry of health, icc tower","icc tower, express atm","1st committee, jamiyan gun street, right side of ministry of health, icc tower",mon-sun 8am-8pm,1800-1888,08:00,20:00
where is the nomin department store атм branch located?,"14th khoroo, 3rd microdistrict, nomin department store ",nomin department store атм,"14th khoroo, 3rd microdistrict, nomin department store ",mon-sun 8:30am-10:30pm,1800-1888,08:30,22:30
where is the infectious hospital administration building атм branch located?,"14th khoroo, infectious hospital administration building ",infectious hospital administration building атм,"14th khoroo, infectious hospital administration building ",mon-sun 8pm-12pm,1800-1888,08:00,23:59
what are the opening hours for harhorin branch branch?,"opening time: 08:30, closing time: 16:30",harhorin branch,"xacbank building, erdenezuu street, gangan-orkhon bag, harhorin soum
what3words: /// broadest.solid.jarred","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
"is the xacbank ard branch tsetseg tuv, express bank atm branch open on sunday?",yes,"xacbank ard branch tsetseg tuv, express bank atm","1st khoroo, baga toiruu street, chingeltei district, xacbank ard branch",mon-sun 8-20 hour,1800-1888,08:00,20:00
is the arhangai branch branch open on sunday?,yes,arhangai branch,"xacbank building, 3rd bag, erdenebulgan soum
what3words: /// throttles.unseasoned.aligns","monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
what are the opening hours for ekh undarga market atm branch?,"opening time: 08:00, closing time: 23:00",ekh undarga market atm,"9th khoroo, ekh undarga market",mon-sun 08am-11pm,1800-1888,08:00,23:00
"what is the name of the branch located at xacbank head office, prime minister amar's street, sukhbaatar district
what3words: /// teaching.placidly.each?","xacbank head office, prime minister amar's street, sukhbaatar district
what3words: /// teaching.placidly.each",central square branch,"xacbank head office, prime minister amar's street, sukhbaatar district
what3words: /// teaching.placidly.each","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
is the taats alt market atm branch open on sunday?,yes,taats alt market atm,"22nd khoroo, 6th microdistrict, taats alt hotel and supermarket ",24 hour,1800-1888,00:00,23:59
"where is the dunjingarav trade center, express atm branch located?","bayanzurkh district, 26th khoroo, dunjingarav trade center ","dunjingarav trade center, express atm","bayanzurkh district, 26th khoroo, dunjingarav trade center ","tue-sun 10am-7:30 pm
monday closed",1800-1888,10:00,19:30
