Question,Answer,branch_name,address,phone,timetable,open_time,close_time,question,answer,metadata
what are the opening hours of umnugovi branch on monday?,8:30am - 4:30pm,umnugovi branch,"xacbank building, 3rd bag, dalanzadgad soum
what3words: /// telephoning.unemployment.lumpiness",1800-1888,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",08:30,16:30,,,
what are the opening hours of shine huns market atm on monday?,closed,shine huns market atm,"micro-region #27, dari eh, shine huns market",,mon- sun: 09:00-23:50,09:00,23:50,,,
what is the phone number of tsakh shopping center атм?,1800-1888,tsakh shopping center атм,"orkhon province, bayan-undur, uurkhaichin, tsakh shopping center ",1800-1888,mon-sun 10am-8pm,10:00,20:00,,,
what time does bayanzurkh branch open?,09:00,bayanzurkh branch,"201, building 92a, 13th horoo, peace avenue, bayanzurkh district
what3words: //unwanted.climate.tasteful ",1800-1888,"monday - friday: 9:00am-5:00pm
saturday, sunday: сlosed",09:00,17:00,,,
what time does best massage atm close?,20:00,best massage atm,"khan-uul district, 3rd khoroo, union of the black eyed peas of mongolia, best massage ",1800-1888,mon-sun 9am-8pm,09:00,20:00,,,
what is the address of nalaikh mini market атм?,"nalaikh, 4th khoroo, altai 1/14, mini market ",nalaikh mini market атм,"nalaikh, 4th khoroo, altai 1/14, mini market ",1800-1888,mon-sun 9am-12pm,09:00,23:59,,,
what is the address of dunjingarav trade center atm?,"micro-region #6, narni rd, dunjingarav trade center",dunjingarav trade center atm,"micro-region #6, narni rd, dunjingarav trade center",,tue-sun 10:00-20:00,10:00,20:00,,,
what are the opening hours of ikh ord branch атм on monday?,closed,ikh ord branch атм,"14th khoroo, namyanju street, ikh ord shopping center, xacbank ikh ord branch",1800-1888,mon-sun 9am-7pm,09:00,19:00,,,
what time does khan talst shopping center атм close?,19:00,khan talst shopping center атм,"6th khoroo, 13th microdistrict, bayanzurkh market",1800-1888,"mon-sun 9pm-19pm
thu closed",09:00,19:00,,,
what are the weekly opening hours of selenge branch атм?,mon-sun 24 hour,selenge branch атм,"selenge province, sukhbaatar, xac bank selenge branch ",1800-1888,mon-sun 24 hour,00:00,23:59,,,
what is the address of minii hypermarket shopping center?,"arkhangai province, erdenebulgam sum, minii hypermarket shopping center",minii hypermarket shopping center,"arkhangai province, erdenebulgam sum, minii hypermarket shopping center",1800-1888,mon-sun 9am-11pm,09:00,21:00,,,
what is the phone number of nomin department store атм?,1800-1888,nomin department store атм,"14th khoroo, 3rd microdistrict, nomin department store ",1800-1888,mon-sun 8:30am-10:30pm,08:30,22:30,,,
what are the opening hours of ikh mongol branch on monday?,9:00am - 5:00pm,ikh mongol branch,"ikh mongol plaza 1st floor, 11th khoroo, khan-uul district
what3words: ///moves.sweeter.blogging",1800-1888,"monday - friday: 9:00am-5:00pm
saturday, sunday: сlosed",09:00,17:00,,,
what is the address of shine orchin branch?," building of ""darkhan teever"" co.,ltd, 6th bag, darkhan soum
what3words: /// edicts.constitutions.palettes",shine orchin branch," building of ""darkhan teever"" co.,ltd, 6th bag, darkhan soum
what3words: /// edicts.constitutions.palettes",1800-1888,"monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",08:30,16:30,,,
what are the opening hours of anurad supermarket атм on monday?,closed,anurad supermarket атм,"bayanlkhongor province, bayankhongor, anurad supermarket ",1800-1888,mon-sun 9am-8pm,14:05,14:05,,,
what time does alt sar market atm close on weekdays?,23:59,alt sar market atm,"13th committee, 17th station, chingeltei district, alt sar market ",1800-1888,mon-sun 9am-12pm,09:00,23:59,,,
can i visit ikh ord branch атм on sunday?,closed,ikh ord branch атм,"14th khoroo, namyanju street, ikh ord shopping center, xacbank ikh ord branch",1800-1888,mon-sun 9am-7pm,09:00,19:00,,,
what are the opening hours of doloon buudal branch on monday?,8:30am - 4:30pm,doloon buudal branch,"2nd floor, khuselt center, /7 buudal/, 14th khoroo, sukhbaatar district
what3words: /// mural.dividing.behaving",1800-1888,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",08:30,16:30,,,
what is the phone number of e-mart solo atm?,1800-1888,e-mart solo atm,"13rd khoroo, ard ayush avenue, e-mart ",1800-1888,"mon-sun 9am-10pm
",09:00,22:00,,,
what are the weekly opening hours of zavhan branch?,"monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",zavhan branch,"xacbank building, jinst bag, uliastai soum
what3words: /// waddled.papers.comforted",1800-1888,"monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",08:30,16:30,,,
"what are the opening hours of sansar market, express atm on monday?",closed,"sansar market, express atm","7th khoroo, b. dorj street, computer information technology university, sansar market",1800-1888,"mon-sun 10am-8pm
wednesday closed",10:00,20:00,,,
what are the weekly opening hours of crm dornogovi branch атм?,mon-sun 24 hour,crm dornogovi branch атм,"dornogovi province, sainshand, xac bank dornogovi branch",1800-1888,mon-sun 24 hour,00:00,23:59,,,
can i visit norjin minii delguur atm on sunday?,closed,norjin minii delguur atm,"micro-region #4, district #15, peace avenue, norjin minii delguur",,mon-sun: 08:30-20:30,08:30,20:30,,,
what are the weekly opening hours of misheel center walking street атм?,mon-sun 8am-10pm,misheel center walking street атм,19th misheel center walking street,1800-1888,mon-sun 8am-10pm,08:00,21:00,,,
what are the weekly opening hours of nisekh branch atm?,mon-sun 7am-12pm,nisekh branch atm,"16th khoroo, wes sonsgolon street, nisekh branch xac bank",1800-1888,mon-sun 7am-12pm,07:00,23:59,,,
"what are the opening hours of tod 2 shopping center, express atm  on monday?",closed,"tod 2 shopping center, express atm ","selenge province, mandal, tod 2 shopping center ",1800-1888,mon-sun 9am-9pm,09:00,21:00,,,
what is the phone number of delgerhaan branch?,1800-1888,delgerhaan branch,"murun market place, 4th bag, murun soum,
what3words: /// librarian.importers.ramps",1800-1888,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",08:30,16:30,,,
what is the address of gachuurt  namuu erdene market atm?,"gachuurt  namuu erdene, 20th khoroo ",gachuurt  namuu erdene market atm,"gachuurt  namuu erdene, 20th khoroo ",1800-1888,mon-sun: 8:00-23:00,08:00,23:00,,,
what time does central square branch close on weekdays?,16:30,central square branch,"xacbank head office, prime minister amar's street, sukhbaatar district
what3words: /// teaching.placidly.each",1800-1888,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",08:30,16:30,,,
is orgil branch open on saturday?,closed,orgil branch," 2nd floor, ""gazar shiltgeen"" complex,15th horoo, khan-uul district /zaisan, ""orgil"" marketplace, 2nd floor/
what3words: /// splashes.duos.shuttling",1800-1888,"monday - friday: 08:30am-04:30pm
saturday, sunday: сlosed",08:30,16:30,,,
"what time does khan jargalant shopping center, express atm   close?",20:00,"khan jargalant shopping center, express atm  ","bulgan province, udval street, khan jargalant shopping center",1800-1888,mon-sun 9am-8pm,09:00,20:00,,,
what are the opening hours of city shop atm on monday?,closed,city shop atm,"micro-region #13, peace avenue, offitser city shop market",,mon-sun 09:00-23:00,09:00,23:00,,,
what time does amar shopping center close on weekdays?,18:30,amar shopping center,"bayanlkhongor province, bayankhongor, amar shopping center ",1800-1888,mon-sun 9:30am-10:30pm,08:30,18:30,,,
what are the opening hours of iron хүнсний дэлгүүр атм on monday?,closed,iron хүнсний дэлгүүр атм,"6th khoroo, iron supermarket ",1800-1888,mon-sun 9am-12pm,09:00,23:59,,,
what time does darkhan shine orchin center атм open?,00:00,darkhan shine orchin center атм,"darkhan-uul province, darkhan, shine orchin center ",1800-1888,mon-sun 24 hour,00:00,23:59,,,
can i visit baganuur branch on sunday?,closed,baganuur branch,"xacbank building, 1st horoo, natsagdorj street-7/1, baganuur district
what3words: /// temperance.hyperlinks.inexpensive",1800-1888,"monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",08:30,16:30,,,
"what are the weekly opening hours of asio market, express atm?",mon-sun 10am-20pm,"asio market, express atm","19th khoroo, da khuree street, 16th district, bayanzurkh, asio market ",1800-1888,mon-sun 10am-20pm,09:00,20:00,,,
can i visit sansar supermarket атм on sunday?,closed,sansar supermarket атм,"4th khoroo, naadamchdiin road, yarmag, sansar supermarket ",1800-1888,mon-sun 9am-12pm,09:00,23:59,,,
what time does baylag undraa shopping center atm open?,08:00,baylag undraa shopping center atm,"14th khoroo, narnii road, baylag undraa shopping center",1800-1888,"wed-sun 8am-8pm
tue closed",08:00,20:00,,,
what are the weekly opening hours of nalaikh mini market атм?,mon-sun 9am-12pm,nalaikh mini market атм,"nalaikh, 4th khoroo, altai 1/14, mini market ",1800-1888,mon-sun 9am-12pm,09:00,23:59,,,
is uvurhangay branch open on saturday?,closed,uvurhangay branch,"xacbank building, 5th bag, renchinpeljee street, arvaikheer soum
what3words: /// printouts.harshest.firework",1800-1888,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",08:30,16:30,,,
is bayan-ulgiy branch open on saturday?,closed,bayan-ulgiy branch,"2nd floor, mjs tower, 5th bag, ulgii soum
what3words: /// adhesive.bluntly.acrobat",1800-1888,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",08:30,16:30,,,
"what are the opening hours of tushig branch, express bank атм on monday?",closed,"tushig branch, express bank атм","4th khoroo, seoul road, tushig branc xac bank",1800-1888,mon-sun 24 hour,07:00,23:59,,,
what is the phone number of bayan burd shopping center?,1800-1888,bayan burd shopping center,"zavkhan province, uliastai, jinst, bayan burd shopping center",1800-1888,mon-sun 9am-8pm,09:00,20:00,,,
what is the phone number of ikh ord lobby?,1800-1888,ikh ord lobby,"micro-region # 14, ikh ord tuv",1800-1888,mon-sun: 24 hour,06:00,23:59,,,
"what are the weekly opening hours of xacbank ard branch tsetseg tuv, express bank atm?",mon-sun 8-20 hour,"xacbank ard branch tsetseg tuv, express bank atm","1st khoroo, baga toiruu street, chingeltei district, xacbank ard branch",1800-1888,mon-sun 8-20 hour,08:00,20:00,,,
"what is the address of zaisan minii delguur, express atm ?","11st khoroo, zaisan road, minii delguur","zaisan minii delguur, express atm ","11st khoroo, zaisan road, minii delguur",1800-1888,mon-sun 9am-8pm,09:00,20:00,,,
"what time does umnugovi branch, express atm open?",00:00,"umnugovi branch, express atm","umnugovi province, dalanzadgad, sambuu street, xac bank umnugovi branch",1800-1888,mon-sun 24 hour,00:00,23:59,,,
"what are the opening hours of da khuree mandu, express atm on monday?",closed,"da khuree mandu, express atm","bayanzurkh district, 17th khoroo, da khuree auto market, mandu restaurant ",1800-1888,"мягмар-ням 10:00-18:00 цаг
monday closed",10:00,18:00,,,
what time does monel funtik grocery store атм close?,23:59,monel funtik grocery store атм,"5th khoroo, baruun altan ulgii street, monel funtik grocery store ",1800-1888,mon-sun 9am-12pm,09:00,23:59,,,
what are the weekly opening hours of minii delguur market?,mon-sun 08:00-24:00,minii delguur market,"micro-region #25, narnii road, minii delguur market",,mon-sun 08:00-24:00,08:00,23:59,,,
what are the opening hours of darkhan railway station atm on monday?,closed,darkhan railway station atm,"darkhan city, railway station",1800-1888,mon-sun: 08:30-22:00,07:00,23:59,,,
"can i visit khuvsgul branch, express atm  on sunday?",closed,"khuvsgul branch, express atm ","khuvsgul province, murun, xac bank khuvsgul branch",1800-1888,mon-sun 24/7,00:00,00:00,,,
what are the weekly opening hours of xacbank khan-uul branch atm?,24 hour,xacbank khan-uul branch atm,"micro-region #3, chinggis avenue, xacbank khan-uul branch",1800-1888,24 hour,00:00,23:59,,,
is gost shopping center атм open on saturday?,closed,gost shopping center атм,"arkhangai province, erdenebulgam sum, gost shopping center",1800-1888,mon-sun 9am-10pm,09:00,22:00,,,
"can i visit dunjingarav trade center, express atm on sunday?",closed,"dunjingarav trade center, express atm","bayanzurkh district, 26th khoroo, dunjingarav trade center ",1800-1888,"tue-sun 10am-7:30 pm
monday closed",10:00,19:30,,,
"can i visit darkhan plaza, express atm  on sunday?",closed,"darkhan plaza, express atm ","darkhan-uul province, darkhan, darkhan plaza ",1800-1888,mon-sun 9am-7pm,09:00,19:00,,,
"what are the opening hours of khan jargalant shopping center, express atm   on monday?",closed,"khan jargalant shopping center, express atm  ","bulgan province, udval street, khan jargalant shopping center",1800-1888,mon-sun 9am-8pm,09:00,20:00,,,
"what is the address of khentii evt market, express atm?","khentii province, kherlen, east zone market, a bloc ","khentii evt market, express atm","khentii province, kherlen, east zone market, a bloc ",1800-1888,mon-sun 9am-7pm,09:00,19:00,,,
"what are the weekly opening hours of well mart supermarket, express atm?",mon-sun 9am-10pm,"well mart supermarket, express atm","khan-uul district, 11st khoroo, buyant ukhaa, well mart ",1800-1888,mon-sun 9am-10pm,09:00,22:00,,,
is sukhbaatar branch lobby atm open on saturday?,closed,sukhbaatar branch lobby atm,"7th khoroo, 11th microdistrict, erkhuu road, sukhbaatar branch xac bank",1800-1888,mon-sun 24 hours,00:00,23:59,,,
what are the weekly opening hours of bumbugur branch?,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",bumbugur branch,"3rd floor of pearl tower, 3rd khoroo, tourist street, chingeltei district 
what3words: ///grants.octagon.light",1800-1888,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",08:30,16:30,,,
"is bayan shopping center, express atm  open on saturday?",closed,"bayan shopping center, express atm ","orkhon province, bayan-undur, byan shopping center",1800-1888,mon-sun 10am-8pm,10:20,20:00,,,
what time does arhangai branch close on weekdays?,16:30,arhangai branch,"xacbank building, 3rd bag, erdenebulgan soum
what3words: /// throttles.unseasoned.aligns",1800-1888,"monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",08:30,16:30,,,
what time does tsogttsetsii branch open?,08:30,tsogttsetsii branch,"xacbank building, tsetsii bag, tsogttsetseii soum
what3words: /// finds.intimates.aerobics",1800-1888,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",08:30,16:30,,,
"what time does unur branch, express bank атм close on weekdays?",23:59,"unur branch, express bank атм","17th khoroo, 1st microdistrict, unur branch xac bank ",1800-1888,mon-sun 6am-12pm,06:00,23:59,,,
what time does yarmag branch close on weekdays?,16:30,yarmag branch,"horse motors, naadamchid road 929, yarmag, 5th khoroo, khan-uul district
what3words: ///results.poses.puzzled",1800-1888,"monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",08:30,16:30,,,
what time does bosa market open?,09:00,bosa market,"micro-region #10, bayankhoshuu, bosa market",1800-1888,mon-sun 09:00-23:00,09:00,23:00,,,
can i visit post office atm on sunday?,closed,post office atm,"ulgii sum, central post office",1800-1888,09:00 - 20:00,09:00,20:00,,,
what time does unur nomin hypermarket atm open?,08:30,unur nomin hypermarket atm,"micro-region # 12, district #1 , peace avenue, unur nomin hypermarket",1800-1888,"mon-thu: 08:30-22:30
fri: 08:30-24:00
sat: 09:00-24:00
sun: 09:00-21:30 ",08:30,22:30,,,
what time does songinokhairkhan branch lobby crm-atm-2 close on weekdays?,23:59,songinokhairkhan branch lobby crm-atm-2,"12th khoroo, 1st microdistrict, songinokhairkhan branch xac bank ",1800-1888,mon-sun 24 hours,00:00,23:59,,,
